Año;Habilidad informática;Edad;Sexo;Ámbito territorial;Magnitud;Valor
2025;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Mujer";"Gipuzkoa";"%";35,8
2023;"C - Transferir ficheros entre el ordenador y otros dispositivos (móviles, cámaras, etc)";"25-74 años";"Mujer";"Gipuzkoa";"%";45
2025;"A - Al menos una / Competencia global";"25-74 años";"Hombre";"C.A. de Euskadi";"%";69,9
2021;"A - Al menos una / Competencia global";"25-74 años";"Hombre";"C.A. de Euskadi";"%";73,4
2020;"A - Al menos una / Competencia global";"25-74 años";"Hombre";"C.A. de Euskadi";"%";68,3
2023;"A - Al menos una / Competencia global";"25-74 años";"Hombre";"C.A. de Euskadi";"%";69,6
2024;"A - Al menos una / Competencia global";"25-74 años";"Hombre";"C.A. de Euskadi";"%";68,1
2019;"A - Al menos una / Competencia global";"25-74 años";"Hombre";"C.A. de Euskadi";"%";66,9
2022;"A - Al menos una / Competencia global";"25-74 años";"Hombre";"C.A. de Euskadi";"%";66,1
2025;"A - Al menos una / Competencia global";"25-74 años";"Hombre";"Araba/Álava";"%";69,4
2023;"A - Al menos una / Competencia global";"25-74 años";"Hombre";"Araba/Álava";"%";65
2020;"A - Al menos una / Competencia global";"25-74 años";"Hombre";"Araba/Álava";"%";65,3
2024;"A - Al menos una / Competencia global";"25-74 años";"Hombre";"Araba/Álava";"%";69,4
2019;"A - Al menos una / Competencia global";"25-74 años";"Hombre";"Araba/Álava";"%";68,8
2022;"A - Al menos una / Competencia global";"25-74 años";"Hombre";"Araba/Álava";"%";65,9
2021;"A - Al menos una / Competencia global";"25-74 años";"Hombre";"Araba/Álava";"%";73,2
2023;"A - Al menos una / Competencia global";"25-74 años";"Hombre";"Bizkaia";"%";70,8
2025;"A - Al menos una / Competencia global";"25-74 años";"Hombre";"Bizkaia";"%";71,1
2020;"A - Al menos una / Competencia global";"25-74 años";"Hombre";"Bizkaia";"%";68,8
2024;"A - Al menos una / Competencia global";"25-74 años";"Hombre";"Bizkaia";"%";69,8
2021;"A - Al menos una / Competencia global";"25-74 años";"Hombre";"Bizkaia";"%";74,3
2022;"A - Al menos una / Competencia global";"25-74 años";"Hombre";"Bizkaia";"%";66,9
2019;"A - Al menos una / Competencia global";"25-74 años";"Hombre";"Bizkaia";"%";68,2
2019;"A - Al menos una / Competencia global";"25-74 años";"Hombre";"Gipuzkoa";"%";64
2025;"A - Al menos una / Competencia global";"25-74 años";"Hombre";"Gipuzkoa";"%";68,2
2020;"A - Al menos una / Competencia global";"25-74 años";"Hombre";"Gipuzkoa";"%";68,8
2022;"A - Al menos una / Competencia global";"25-74 años";"Hombre";"Gipuzkoa";"%";64,8
2024;"A - Al menos una / Competencia global";"25-74 años";"Hombre";"Gipuzkoa";"%";64,9
2023;"A - Al menos una / Competencia global";"25-74 años";"Hombre";"Gipuzkoa";"%";69,9
2021;"A - Al menos una / Competencia global";"25-74 años";"Hombre";"Gipuzkoa";"%";72,1
2023;"D - Instalar software o aplicaciones";"25-74 años";"Hombre";"C.A. de Euskadi";"%";51,5
2022;"D - Instalar software o aplicaciones";"25-74 años";"Hombre";"C.A. de Euskadi";"%";52,5
2021;"D - Instalar software o aplicaciones";"25-74 años";"Hombre";"C.A. de Euskadi";"%";64,8
2020;"D - Instalar software o aplicaciones";"25-74 años";"Hombre";"C.A. de Euskadi";"%";57,4
2024;"D - Instalar software o aplicaciones";"25-74 años";"Hombre";"C.A. de Euskadi";"%";47,9
2019;"D - Instalar software o aplicaciones";"25-74 años";"Hombre";"C.A. de Euskadi";"%";54,7
2025;"D - Instalar software o aplicaciones";"25-74 años";"Hombre";"C.A. de Euskadi";"%";46,2
2025;"D - Instalar software o aplicaciones";"25-74 años";"Hombre";"Araba/Álava";"%";48,3
2019;"D - Instalar software o aplicaciones";"25-74 años";"Hombre";"Araba/Álava";"%";56,9
2023;"D - Instalar software o aplicaciones";"25-74 años";"Hombre";"Araba/Álava";"%";50,1
2022;"D - Instalar software o aplicaciones";"25-74 años";"Hombre";"Araba/Álava";"%";53,4
2024;"D - Instalar software o aplicaciones";"25-74 años";"Hombre";"Araba/Álava";"%";51,2
2021;"D - Instalar software o aplicaciones";"25-74 años";"Hombre";"Araba/Álava";"%";65,9
2020;"D - Instalar software o aplicaciones";"25-74 años";"Hombre";"Araba/Álava";"%";54,1
2025;"D - Instalar software o aplicaciones";"25-74 años";"Hombre";"Bizkaia";"%";46,6
2019;"D - Instalar software o aplicaciones";"25-74 años";"Hombre";"Bizkaia";"%";56,4
2021;"D - Instalar software o aplicaciones";"25-74 años";"Hombre";"Bizkaia";"%";65,6
2022;"D - Instalar software o aplicaciones";"25-74 años";"Hombre";"Bizkaia";"%";53,4
2023;"D - Instalar software o aplicaciones";"25-74 años";"Hombre";"Bizkaia";"%";52,2
2020;"D - Instalar software o aplicaciones";"25-74 años";"Hombre";"Bizkaia";"%";56,6
2024;"D - Instalar software o aplicaciones";"25-74 años";"Hombre";"Bizkaia";"%";48,9
2021;"D - Instalar software o aplicaciones";"25-74 años";"Hombre";"Gipuzkoa";"%";62,9
2025;"D - Instalar software o aplicaciones";"25-74 años";"Hombre";"Gipuzkoa";"%";44,4
2019;"D - Instalar software o aplicaciones";"25-74 años";"Hombre";"Gipuzkoa";"%";50,8
2020;"D - Instalar software o aplicaciones";"25-74 años";"Hombre";"Gipuzkoa";"%";60,1
2024;"D - Instalar software o aplicaciones";"25-74 años";"Hombre";"Gipuzkoa";"%";44,8
2022;"D - Instalar software o aplicaciones";"25-74 años";"Hombre";"Gipuzkoa";"%";50,6
2023;"D - Instalar software o aplicaciones";"25-74 años";"Hombre";"Gipuzkoa";"%";51,1
2019;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Hombre";"C.A. de Euskadi";"%";19,1
2022;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Hombre";"C.A. de Euskadi";"%";24,9
2021;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Hombre";"C.A. de Euskadi";"%";29,2
2024;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Hombre";"C.A. de Euskadi";"%";21,5
2023;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Hombre";"C.A. de Euskadi";"%";36,4
2025;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Hombre";"C.A. de Euskadi";"%";31,3
2020;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Hombre";"C.A. de Euskadi";"%";29,3
2022;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Hombre";"Araba/Álava";"%";26,2
2020;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Hombre";"Araba/Álava";"%";26,6
2024;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Hombre";"Araba/Álava";"%";21,7
2023;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Hombre";"Araba/Álava";"%";37,1
2021;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Hombre";"Araba/Álava";"%";28
2019;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Hombre";"Araba/Álava";"%";22,7
2025;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Hombre";"Araba/Álava";"%";34,1
2022;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Hombre";"Bizkaia";"%";24,5
2020;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Hombre";"Bizkaia";"%";29
2025;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Hombre";"Bizkaia";"%";31,5
2021;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Hombre";"Bizkaia";"%";30,9
2019;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Hombre";"Bizkaia";"%";18,7
2024;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Hombre";"Bizkaia";"%";21,9
2023;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Hombre";"Bizkaia";"%";37,1
2024;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Hombre";"Gipuzkoa";"%";20,9
2023;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Hombre";"Gipuzkoa";"%";34,7
2022;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Hombre";"Gipuzkoa";"%";25
2019;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Hombre";"Gipuzkoa";"%";18,1
2021;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Hombre";"Gipuzkoa";"%";27,1
2025;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Hombre";"Gipuzkoa";"%";29,6
2020;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"25-74 años";"Hombre";"Gipuzkoa";"%";31,1
2024;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Hombre";"C.A. de Euskadi";"%";48,2
2021;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Hombre";"C.A. de Euskadi";"%";59,2
2020;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Hombre";"C.A. de Euskadi";"%";53,7
2023;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Hombre";"C.A. de Euskadi";"%";52,6
2022;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Hombre";"C.A. de Euskadi";"%";54,2
2025;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Hombre";"C.A. de Euskadi";"%";50,4
2019;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Hombre";"C.A. de Euskadi";"%";54,6
2019;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Hombre";"Araba/Álava";"%";56,8
2024;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Hombre";"Araba/Álava";"%";51,5
2022;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Hombre";"Araba/Álava";"%";53,7
2020;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Hombre";"Araba/Álava";"%";50,7
2023;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Hombre";"Araba/Álava";"%";47,9
2021;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Hombre";"Araba/Álava";"%";61,2
2025;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Hombre";"Araba/Álava";"%";49,5
2022;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Hombre";"Bizkaia";"%";54,3
2019;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Hombre";"Bizkaia";"%";55,6
2021;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Hombre";"Bizkaia";"%";60,5
2025;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Hombre";"Bizkaia";"%";50,6
2024;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Hombre";"Bizkaia";"%";48,2
2020;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Hombre";"Bizkaia";"%";54,5
2023;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Hombre";"Bizkaia";"%";53,4
2025;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Hombre";"Gipuzkoa";"%";50,7
2021;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Hombre";"Gipuzkoa";"%";56,1
2019;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Hombre";"Gipuzkoa";"%";52,1
2022;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Hombre";"Gipuzkoa";"%";54,2
2023;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Hombre";"Gipuzkoa";"%";53,6
2020;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Hombre";"Gipuzkoa";"%";53,7
2024;"B - Copiar o mover ficheros o carpetas";"25-74 años";"Hombre";"Gipuzkoa";"%";46,6
2025;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Hombre";"C.A. de Euskadi";"%";37,8
2022;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Hombre";"C.A. de Euskadi";"%";36,8
2023;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Hombre";"C.A. de Euskadi";"%";35,1
2021;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Hombre";"C.A. de Euskadi";"%";41,7
2019;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Hombre";"C.A. de Euskadi";"%";38,3
2024;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Hombre";"C.A. de Euskadi";"%";36,7
2020;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Hombre";"C.A. de Euskadi";"%";40,1
2023;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Hombre";"Araba/Álava";"%";30,9
2021;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Hombre";"Araba/Álava";"%";44,8
2025;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Hombre";"Araba/Álava";"%";38,2
2022;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Hombre";"Araba/Álava";"%";39
2024;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Hombre";"Araba/Álava";"%";35,1
2020;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Hombre";"Araba/Álava";"%";38,3
2019;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Hombre";"Araba/Álava";"%";35,5
2025;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Hombre";"Bizkaia";"%";37,5
2024;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Hombre";"Bizkaia";"%";37,8
2020;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Hombre";"Bizkaia";"%";41,4
2021;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Hombre";"Bizkaia";"%";43,4
2023;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Hombre";"Bizkaia";"%";34,4
2022;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Hombre";"Bizkaia";"%";36,4
2019;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Hombre";"Bizkaia";"%";39,7
2024;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Hombre";"Gipuzkoa";"%";35,8
2023;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Hombre";"Gipuzkoa";"%";38,3
2022;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Hombre";"Gipuzkoa";"%";36,3
2021;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Hombre";"Gipuzkoa";"%";37,5
2020;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Hombre";"Gipuzkoa";"%";38,9
2019;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Hombre";"Gipuzkoa";"%";37,2
2025;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"25-74 años";"Hombre";"Gipuzkoa";"%";38,1
2025;"H - Programar en un lenguaje de programación";"25-74 años";"Hombre";"C.A. de Euskadi";"%";7,5
2023;"H - Programar en un lenguaje de programación";"25-74 años";"Hombre";"C.A. de Euskadi";"%";6,3
2024;"H - Programar en un lenguaje de programación";"25-74 años";"Hombre";"C.A. de Euskadi";"%";4,6
2021;"H - Programar en un lenguaje de programación";"25-74 años";"Hombre";"C.A. de Euskadi";"%";5,9
2020;"H - Programar en un lenguaje de programación";"25-74 años";"Hombre";"C.A. de Euskadi";"%";6,2
2022;"H - Programar en un lenguaje de programación";"25-74 años";"Hombre";"C.A. de Euskadi";"%";6,5
2019;"H - Programar en un lenguaje de programación";"25-74 años";"Hombre";"C.A. de Euskadi";"%";7,3
2025;"H - Programar en un lenguaje de programación";"25-74 años";"Hombre";"Araba/Álava";"%";5,9
2020;"H - Programar en un lenguaje de programación";"25-74 años";"Hombre";"Araba/Álava";"%";6,5
2024;"H - Programar en un lenguaje de programación";"25-74 años";"Hombre";"Araba/Álava";"%";2,1
2022;"H - Programar en un lenguaje de programación";"25-74 años";"Hombre";"Araba/Álava";"%";5,2
2019;"H - Programar en un lenguaje de programación";"25-74 años";"Hombre";"Araba/Álava";"%";7
2021;"H - Programar en un lenguaje de programación";"25-74 años";"Hombre";"Araba/Álava";"%";6
2023;"H - Programar en un lenguaje de programación";"25-74 años";"Hombre";"Araba/Álava";"%";2,8
